cntr,coadd_id,decl,ra,source_id,w1mpro,w2mpro,w3mpro,w4mpro
15100001351023851,0015p000_ac51,-0.20102450,2.23415880,0015p000_ac51-023851,12.63900000,12.09500000,,1.02800000
15100001351026386,0015p000_ac51,-0.02773460,2.24170640,0015p000_ac51-026386,15.24300000,14.76100000,11.41600000,8.10500000
15100001351026734,0015p000_ac51,-0.03752910,2.21227370,0015p000_ac51-026734,16.60600000,15.87500000,12.13700000,7.66000000
15100001351024319,0015p000_ac51,-0.37952660,2.15858020,0015p000_ac51-024319,14.60200000,8.09200000,3.35200000,-1.10000000
15100001351024613,0015p000_ac51,-0.22038000,2.19402000,0015p000_ac51-024613,18.67900000,15.51000000,7.84300000,5.36400000
30100001351035646,0030p000_ac51,-0.03305450,2.35857980,0030p000_ac51-035646,18.37700000,16.51100000,11.88400000,6.74100000
15100001351024621,0015p000_ac51,-0.23271110,2.21075190,0015p000_ac51-024621,18.44800000,15.63100000,8.43200000,4.42900000
30100001351013117,0030p000_ac51,-0.36319930,2.31586490,0030p000_ac51-013117,18.03500000,15.31100000,8.74700000,6.42400000
15100001351025872,0015p000_ac51,-0.20275670,2.17213570,0015p000_ac51-025872,17.24000000,16.77100000,10.89800000,5.53000000
15100001351025301,0015p000_ac51,-0.23986000,2.21809000,0015p000_ac51-025301,18.60600000,14.97600000,7.98600000,1.35500000
15100001351024390,0015p000_ac51,-0.23646450,2.23558980,0015p000_ac51-024390,16.43200000,13.14900000,8.07900000,1.81800000
15100001351026350,0015p000_ac51,-0.04164330,2.26789480,0015p000_ac51-026350,14.81400000,14.51400000,11.50400000,7.61800000
15100001351025674,0015p000_ac51,-0.24286540,2.22063340,0015p000_ac51-025674,18.02800000,13.70300000,8.00100000,1.77300000
30100001351013560,0030p000_ac51,-0.21115210,2.31101150,0030p000_ac51-013560,18.59000000,17.06800000,11.88000000,6.10300000
15100001351025756,0015p000_ac51,-0.23559200,2.12636490,0015p000_ac51-025756,17.17300000,15.33600000,10.02400000,5.02200000
15100001351026748,0015p000_ac51,-0.13516080,2.23234140,0015p000_ac51-026748,17.15300000,16.38300000,11.71000000,7.41800000
30100001351036322,0030p000_ac51,-0.13207900,2.27265430,0030p000_ac51-036322,17.87800000,16.21800000,9.11800000,2.81800000
30100001351036487,0030p000_ac51,-0.13608870,2.29901590,0030p000_ac51-036487,14.18000000,13.82600000,9.13800000,4.96600000
15100001351026401,0015p000_ac51,-0.12867900,2.18748530,0015p000_ac51-026401,14.60200000,14.76400000,12.10000000,7.05300000
15100001351027211,0015p000_ac51,-0.12684070,2.15084930,0015p000_ac51-027211,16.19800000,15.85400000,12.15900000,7.56100000
30100001351034613,0030p000_ac51,-0.12565410,2.28310020,0030p000_ac51-034613,18.25400000,16.18900000,8.57200000,3.15100000
15100001351026474,0015p000_ac51,-0.11408260,2.27607860,0015p000_ac51-026474,15.09300000,14.56100000,9.97700000,3.14100000
15100001351027047,0015p000_ac51,-0.13826140,2.16564260,0015p000_ac51-027047,18.58100000,16.94900000,12.04800000,6.57700000
15100001351028350,0015p000_ac51,-0.07786940,2.25489490,0015p000_ac51-028350,17.31300000,17.13700000,12.11900000,7.46100000
30100001351035600,0030p000_ac51,-0.11143700,2.41542350,0030p000_ac51-035600,17.27400000,16.37000000,12.38400000,8.42200000
30100001351035542,0030p000_ac51,-0.10239300,2.45281270,0030p000_ac51-035542,17.03800000,16.95700000,12.38200000,8.24900000
30100001351013044,0030p000_ac51,-0.34060450,2.34137810,0030p000_ac51-013044,18.03100000,15.74000000,9.58100000,4.02100000
15100001351027606,0015p000_ac51,-0.09237810,2.19308930,0015p000_ac51-027606,17.15500000,17.21200000,12.11000000,7.80200000
30100001351015895,0030p000_ac51,-0.34169860,2.35601680,0030p000_ac51-015895,17.91000000,16.05600000,9.80700000,4.98000000
15100001351025495,0015p000_ac51,-0.39385700,2.24264660,0015p000_ac51-025495,16.35200000,16.55900000,2.97600000,-2.11100000
15100001351026930,0015p000_ac51,-0.09699950,2.23910940,0015p000_ac51-026930,17.38300000,17.04200000,11.66200000,7.64700000
15100001351025300,0015p000_ac51,-0.36873860,2.24011710,0015p000_ac51-025300,16.11500000,14.87700000,2.88900000,-0.18400000
15100001351025071,0015p000_ac51,-0.39131500,2.27822330,0015p000_ac51-025071,16.40000000,16.28800000,9.82700000,
30100001351013647,0030p000_ac51,-0.25043830,2.41684980,0030p000_ac51-013647,16.94000000,16.22100000,11.72400000,8.02100000
30100001351035937,0030p000_ac51,-0.08617800,2.27955220,0030p000_ac51-035937,17.20700000,16.23000000,10.81100000,4.63400000
30100001351036897,0030p000_ac51,-0.08754340,2.33361260,0030p000_ac51-036897,18.59100000,15.90900000,11.57800000,8.09800000
30100001351013073,0030p000_ac51,-0.34523840,2.34600530,0030p000_ac51-013073,16.48200000,14.60200000,8.72300000,3.56200000
30100001351035617,0030p000_ac51,-0.06366650,2.29669440,0030p000_ac51-035617,18.52000000,16.63600000,12.25300000,2.18500000
15100001351025693,0015p000_ac51,-0.18179320,2.26555130,0015p000_ac51-025693,18.38400000,16.57700000,7.64900000,3.29700000
30100001351035894,0030p000_ac51,-0.00933160,2.31581820,0030p000_ac51-035894,16.01600000,15.14200000,10.45100000,3.47500000
30100001351034841,0030p000_ac51,-0.00917110,2.28088710,0030p000_ac51-034841,16.41000000,16.44600000,12.12500000,8.30800000
15100001351026139,0015p000_ac51,-0.35593890,2.16263990,0015p000_ac51-026139,16.97100000,13.57100000,2.41400000,-2.25500000
15100001351024389,0015p000_ac51,-0.17317850,2.16095170,0015p000_ac51-024389,16.75400000,16.29000000,11.68700000,6.84900000
30100001351036394,0030p000_ac51,-0.05953150,2.32071240,0030p000_ac51-036394,17.88300000,15.96000000,11.41000000,3.58300000
15100001351025854,0015p000_ac51,-0.19257410,2.22574290,0015p000_ac51-025854,16.46000000,14.30700000,8.82700000,3.74500000
30100001351035867,0030p000_ac51,-0.02091700,2.47792550,0030p000_ac51-035867,17.57000000,17.21000000,12.34000000,8.72000000
30100001351034944,0030p000_ac51,-0.02059250,2.43767760,0030p000_ac51-034944,16.42200000,16.36000000,11.93100000,8.23500000
15100001351025983,0015p000_ac51,-0.35522140,2.14086970,0015p000_ac51-025983,16.42600000,14.26900000,1.77400000,-3.14800000
15100001351024733,0015p000_ac51,-0.19058300,2.20827230,0015p000_ac51-024733,18.61700000,16.14600000,8.42200000,5.25100000
15100001351023903,0015p000_ac51,-0.18637700,2.25521530,0015p000_ac51-023903,16.57700000,14.79500000,7.59300000,3.74400000
30100001351036886,0030p000_ac51,-0.14872620,2.37352660,0030p000_ac51-036886,17.57300000,17.03100000,12.13200000,7.25600000
15100001351026509,0015p000_ac51,-0.00151250,2.13925870,0015p000_ac51-026509,15.76900000,15.40800000,11.65600000,8.31400000
30100001351035783,0030p000_ac51,-0.07447750,2.41558420,0030p000_ac51-035783,17.51200000,15.88900000,11.75600000,8.27600000
15100001351026803,0015p000_ac51,-0.14657800,2.20119520,0015p000_ac51-026803,18.14200000,16.89900000,11.56100000,6.13100000
30100001351016261,0030p000_ac51,-0.35144020,2.32452620,0030p000_ac51-016261,17.62400000,16.17900000,8.86600000,8.10400000
30100001351014364,0030p000_ac51,-0.40269030,2.28907070,0030p000_ac51-014364,18.15600000,14.96900000,11.40300000,5.10200000
30100001351014609,0030p000_ac51,-0.17273680,2.36403650,0030p000_ac51-014609,17.18300000,16.82900000,12.24800000,6.72700000
15100001351024885,0015p000_ac51,-0.16704380,2.27115520,0015p000_ac51-024885,16.86900000,16.49400000,8.05800000,2.61900000
15100001351024207,0015p000_ac51,-0.33688600,2.13828220,0015p000_ac51-024207,18.31100000,17.01900000,3.54700000,1.38900000
30100001351035428,0030p000_ac51,-0.07193230,2.45967660,0030p000_ac51-035428,16.94700000,16.68500000,12.26100000,8.30200000
15100001351024133,0015p000_ac51,-0.16042020,2.26266030,0015p000_ac51-024133,18.15900000,16.96800000,9.25300000,6.99100000
30100001351015885,0030p000_ac51,-0.15837300,2.29994790,0030p000_ac51-015885,18.07900000,16.66300000,11.01700000,5.97700000
30100001351013478,0030p000_ac51,-0.20383080,2.28358710,0030p000_ac51-013478,18.01000000,16.59900000,11.20300000,4.70900000
15100001351023876,0015p000_ac51,-0.19637000,2.24617660,0015p000_ac51-023876,13.68300000,12.81600000,5.99800000,2.37500000
15100001351023900,0015p000_ac51,-0.18346410,2.24959900,0015p000_ac51-023900,15.97700000,14.83400000,6.32000000,1.73100000
15100001351025892,0015p000_ac51,-0.22513610,2.20800360,0015p000_ac51-025892,18.03900000,15.04200000,8.24000000,7.15400000
15100001351023860,0015p000_ac51,-0.21895750,2.23554620,0015p000_ac51-023860,15.56900000,13.16600000,6.41800000,1.41900000
15100001351025906,0015p000_ac51,-0.26183030,2.16508610,0015p000_ac51-025906,17.28200000,16.21300000,11.27500000,
30100001351013212,0030p000_ac51,-0.21754040,2.29117900,0030p000_ac51-013212,18.54300000,16.80300000,11.07500000,5.98500000
15100001351024041,0015p000_ac51,-0.21202910,2.12505410,0015p000_ac51-024041,14.51200000,14.55500000,10.79000000,4.83600000
30100001351035508,0030p000_ac51,-0.13705050,2.28137380,0030p000_ac51-035508,18.07400000,15.14200000,8.19100000,4.01100000
30100001351034748,0030p000_ac51,-0.14185230,2.32329450,0030p000_ac51-034748,15.94100000,16.01600000,11.91200000,6.76700000
15100001351024701,0015p000_ac51,-0.26038950,2.19368730,0015p000_ac51-024701,15.88300000,14.30000000,7.92300000,2.63600000
30100001351015378,0030p000_ac51,-0.38467940,2.31415930,0030p000_ac51-015378,17.85300000,14.03900000,11.53200000,6.64200000
30100001351035691,0030p000_ac51,-0.13036040,2.43895230,0030p000_ac51-035691,17.09300000,16.95700000,12.43000000,8.16500000
15100001351026869,0015p000_ac51,-0.12620220,2.22213340,0015p000_ac51-026869,16.87900000,16.09900000,11.78600000,7.89200000
15100001351024382,0015p000_ac51,-0.26086390,2.14247410,0015p000_ac51-024382,18.31600000,13.70500000,11.03200000,4.19500000
30100001351034839,0030p000_ac51,-0.03944460,2.42806010,0030p000_ac51-034839,16.35100000,15.31600000,12.14300000,8.52600000
15100001351026187,0015p000_ac51,-0.30629530,2.19397280,0015p000_ac51-026187,17.05800000,13.93300000,5.70800000,-1.45300000
15100001351024139,0015p000_ac51,-0.17209100,2.26374070,0015p000_ac51-024139,15.72900000,14.58200000,6.20800000,1.62200000
15100001351025891,0015p000_ac51,-0.16679060,2.17862550,0015p000_ac51-025891,16.97300000,16.43100000,11.90100000,6.03600000
30100001351012976,0030p000_ac51,-0.15886440,2.27533370,0030p000_ac51-012976,18.15900000,15.73400000,8.04700000,2.19300000
15100001351024135,0015p000_ac51,-0.15787440,2.26355790,0015p000_ac51-024135,18.32400000,16.60500000,8.67600000,2.17100000
15100001351024336,0015p000_ac51,-0.38013500,2.15603950,0015p000_ac51-024336,14.66800000,8.30400000,3.06200000,-1.67700000
15100001351025187,0015p000_ac51,-0.26775680,2.25175000,0015p000_ac51-025187,18.66800000,15.37900000,9.97500000,6.22500000
30100001351034904,0030p000_ac51,-0.01791780,2.42607770,0030p000_ac51-034904,16.36500000,16.32400000,11.98000000,8.23300000
30100001351015438,0030p000_ac51,-0.27296580,2.34977410,0030p000_ac51-015438,17.29500000,17.09200000,11.22400000,7.83400000
30100001351015742,0030p000_ac51,-0.27279700,2.27444590,0030p000_ac51-015742,18.32200000,16.55200000,9.70600000,5.06500000
30100001351034908,0030p000_ac51,-0.00949490,2.41743080,0030p000_ac51-034908,16.40700000,15.95800000,11.81800000,8.65400000
30100001351015448,0030p000_ac51,-0.34688590,2.32093090,0030p000_ac51-015448,17.92100000,16.11800000,9.12100000,7.27100000
30100001351035979,0030p000_ac51,-0.00901700,2.33215680,0030p000_ac51-035979,18.45100000,16.53600000,11.53800000,3.30600000
30100001351012942,0030p000_ac51,-0.34507970,2.29350340,0030p000_ac51-012942,17.20000000,16.79900000,10.91300000,7.05400000
15100001351026042,0015p000_ac51,-0.34185280,2.19474580,0015p000_ac51-026042,16.42400000,12.24100000,4.07200000,0.01000000
30100001351015771,0030p000_ac51,-0.34052430,2.33758250,0030p000_ac51-015771,18.10900000,15.80300000,9.73100000,3.92000000
15100001351024647,0015p000_ac51,-0.33733770,2.20805550,0015p000_ac51-024647,18.42500000,15.55600000,3.87300000,-0.99200000
15100001351026008,0015p000_ac51,-0.33583340,2.19275670,0015p000_ac51-026008,16.38900000,13.34000000,3.22400000,0.23300000
30100001351016057,0030p000_ac51,-0.33559150,2.29504300,0030p000_ac51-016057,18.32300000,14.62500000,11.03000000,6.10300000
15100001351025844,0015p000_ac51,-0.33222910,2.19624120,0015p000_ac51-025844,15.95700000,14.20300000,3.60800000,-1.24400000
30100001351012827,0030p000_ac51,-0.35876750,2.34602750,0030p000_ac51-012827,13.10600000,13.11500000,10.99100000,8.10100000
15100001351025821,0015p000_ac51,-0.25783100,2.18819460,0015p000_ac51-025821,18.33400000,14.64700000,8.33300000,3.42800000
30100001351035349,0030p000_ac51,-0.03003630,2.42085640,0030p000_ac51-035349,16.95700000,16.50900000,12.22200000,8.45000000
30100001351015912,0030p000_ac51,-0.25212550,2.29373920,0030p000_ac51-015912,18.36700000,16.72800000,11.65000000,5.42000000
30100001351014452,0030p000_ac51,-0.23382110,2.27043770,0030p000_ac51-014452,18.60600000,15.50100000,10.08200000,5.68900000
15100001351024673,0015p000_ac51,-0.22901520,2.20654790,0015p000_ac51-024673,18.50900000,15.25100000,8.19600000,6.52400000
30100001351034478,0030p000_ac51,-0.03285000,2.32166000,0030p000_ac51-034478,18.61100000,16.61900000,11.36600000,2.80000000
15100001351024617,0015p000_ac51,-0.22650630,2.19902460,0015p000_ac51-024617,18.00700000,14.94200000,8.34800000,5.77400000
30100001351015706,0030p000_ac51,-0.35445000,2.33960000,0030p000_ac51-015706,17.84700000,16.71100000,10.24900000,4.71800000
15100001351024514,0015p000_ac51,-0.28902120,2.19031520,0015p000_ac51-024514,15.42100000,14.48800000,7.24600000,1.30300000
30100001351013422,0030p000_ac51,-0.28553010,2.40562750,0030p000_ac51-013422,17.28900000,16.47300000,11.53600000,7.69600000
15100001351025838,0015p000_ac51,-0.28507120,2.18696660,0015p000_ac51-025838,18.58500000,15.03900000,7.86300000,2.81000000
15100001351025078,0015p000_ac51,-0.28502620,2.25450160,0015p000_ac51-025078,15.89000000,14.12100000,11.01700000,4.52600000
15100001351026004,0015p000_ac51,-0.35558670,2.13785720,0015p000_ac51-026004,16.31500000,14.45100000,1.74000000,-2.65800000
15100001351026174,0015p000_ac51,-0.35707920,2.16528910,0015p000_ac51-026174,16.84100000,12.57000000,2.74100000,-2.38800000
30100001351013190,0030p000_ac51,-0.27000640,2.41655280,0030p000_ac51-013190,15.81500000,15.50900000,12.15400000,8.04500000
30100001351015830,0030p000_ac51,-0.26652590,2.28941130,0030p000_ac51-015830,18.04300000,15.96700000,10.23600000,5.36100000
30100001351035571,0030p000_ac51,-0.10809000,2.43022420,0030p000_ac51-035571,17.43300000,16.71400000,12.01100000,8.23200000
15100001351028990,0015p000_ac51,-0.07581110,2.14236900,0015p000_ac51-028990,17.40300000,17.23100000,11.76500000,7.72300000
30100001351036115,0030p000_ac51,-0.07230300,2.32413410,0030p000_ac51-036115,15.18900000,14.53300000,9.93600000,5.43700000
15100001351027287,0015p000_ac51,-0.06976140,2.20426050,0015p000_ac51-027287,17.05400000,17.02300000,12.16700000,7.39600000
15100001351027053,0015p000_ac51,-0.07928290,2.21964600,0015p000_ac51-027053,16.86300000,16.56900000,12.04100000,7.53000000
30100001351036582,0030p000_ac51,-0.09275750,2.30000360,0030p000_ac51-036582,14.63200000,13.32500000,8.15400000,3.09700000
30100001351036260,0030p000_ac51,-0.08651090,2.31132190,0030p000_ac51-036260,16.70700000,15.08700000,10.72800000,3.30900000
30100001351034578,0030p000_ac51,-0.09884910,2.29146120,0030p000_ac51-034578,16.43300000,14.79900000,8.85300000,2.82000000
30100001351035248,0030p000_ac51,-0.10057980,2.44877120,0030p000_ac51-035248,16.81800000,16.71000000,12.26900000,8.05000000
15100001351026891,0015p000_ac51,-0.05231110,2.22120450,0015p000_ac51-026891,16.99000000,16.87900000,12.42300000,7.10900000
30100001351035892,0030p000_ac51,-0.12144530,2.48088960,0030p000_ac51-035892,17.52100000,16.47600000,11.91900000,8.49800000
15100001351026396,0015p000_ac51,-0.05183870,2.25417750,0015p000_ac51-026396,15.47900000,14.59700000,12.17200000,7.68500000
15100001351025804,0015p000_ac51,-0.26182640,2.15894490,0015p000_ac51-025804,16.62900000,15.36900000,10.18700000,3.45400000
30100001351013489,0030p000_ac51,-0.34337310,2.26190400,0030p000_ac51-013489,15.91100000,15.27000000,10.92300000,5.05600000
30100001351013002,0030p000_ac51,-0.29266780,2.34096090,0030p000_ac51-013002,15.06100000,15.05800000,11.49300000,8.00100000
30100001351014166,0030p000_ac51,-0.38073280,2.26445270,0030p000_ac51-014166,17.60900000,16.70900000,3.23900000,-1.07200000
15100001351024383,0015p000_ac51,-0.30957110,2.13204650,0015p000_ac51-024383,18.63300000,16.67100000,7.56900000,-0.91300000
15100001351024267,0015p000_ac51,-0.27559900,2.14215440,0015p000_ac51-024267,18.64000000,15.66800000,10.77500000,3.19600000
15100001351025201,0015p000_ac51,-0.38691760,2.27677510,0015p000_ac51-025201,17.85100000,16.62500000,8.88700000,
30100001351015975,0030p000_ac51,-0.33691830,2.32982530,0030p000_ac51-015975,16.36400000,14.26900000,9.03500000,4.69400000
15100001351024866,0015p000_ac51,-0.33361270,2.22197450,0015p000_ac51-024866,18.26500000,13.42000000,10.24200000,
30100001351012917,0030p000_ac51,-0.35292210,2.27616520,0030p000_ac51-012917,17.06100000,16.73100000,11.49400000,6.64600000
15100001351024067,0015p000_ac51,-0.44003570,2.20683070,0015p000_ac51-024067,14.40700000,16.72100000,,-1.29100000
15100001351025510,0015p000_ac51,-0.34078990,2.22803910,0015p000_ac51-025510,18.16400000,15.65500000,4.34100000,1.86300000
30100001351012960,0030p000_ac51,-0.37542040,2.26060080,0030p000_ac51-012960,18.09300000,16.06400000,4.76600000,5.02500000
15100001351025158,0015p000_ac51,-0.42028180,2.24430660,0015p000_ac51-025158,16.27500000,16.13500000,3.88900000,
30100001351013141,0030p000_ac51,-0.32857640,2.37011870,0030p000_ac51-013141,15.61500000,15.54200000,10.88200000,6.32900000
30100001351013048,0030p000_ac51,-0.36206110,2.30470500,0030p000_ac51-013048,18.52600000,15.75100000,7.99400000,4.92900000
15100001351024644,0015p000_ac51,-0.30360210,2.16023610,0015p000_ac51-024644,18.17500000,14.83700000,7.46100000,0.16800000
30100001351013145,0030p000_ac51,-0.39482110,2.27515710,0030p000_ac51-013145,17.48400000,16.76400000,10.31600000,5.78900000
15100001351024130,0015p000_ac51,-0.40190330,2.22595300,0015p000_ac51-024130,14.60000000,13.57100000,2.62500000,-1.31200000
30100001351014225,0030p000_ac51,-0.41896340,2.27120850,0030p000_ac51-014225,17.00300000,16.90000000,11.47600000,0.49000000
30100001351012980,0030p000_ac51,-0.37243510,2.27296360,0030p000_ac51-012980,16.31800000,14.32500000,6.28600000,2.36600000
15100001351024191,0015p000_ac51,-0.33771670,2.14889920,0015p000_ac51-024191,17.96300000,14.98500000,2.88800000,2.77500000
30100001351013274,0030p000_ac51,-0.34102470,2.31150460,0030p000_ac51-013274,17.95300000,14.53300000,11.77600000,6.10300000
30100001351015567,0030p000_ac51,-0.33815570,2.31245730,0030p000_ac51-015567,18.63200000,14.53600000,11.79300000,7.46800000
15100001351025666,0015p000_ac51,-0.39245120,2.26931780,0015p000_ac51-025666,16.42400000,16.79000000,6.15500000,
30100001351015060,0030p000_ac51,-0.40684020,2.28728270,0030p000_ac51-015060,17.94300000,15.63900000,10.95300000,2.51500000
15100001351025984,0015p000_ac51,-0.27636690,2.17298220,0015p000_ac51-025984,18.49800000,15.47800000,7.17500000,
30100001351012852,0030p000_ac51,-0.35365120,2.28423070,0030p000_ac51-012852,13.49500000,13.37500000,10.32200000,5.53900000
30100001351014359,0030p000_ac51,-0.27523750,2.34883650,0030p000_ac51-014359,16.64500000,16.07700000,11.95500000,7.12100000
30100001351013777,0030p000_ac51,-0.31252660,2.36489160,0030p000_ac51-013777,16.55400000,15.07000000,9.83900000,6.49600000
30100001351016445,0030p000_ac51,-0.36364340,2.29445120,0030p000_ac51-016445,18.57800000,16.83500000,8.40900000,2.67600000
15100001351025375,0015p000_ac51,-0.38009100,2.23855130,0015p000_ac51-025375,16.48700000,14.20500000,2.53500000,-1.67300000
30100001351014171,0030p000_ac51,-0.37462120,2.26694130,0030p000_ac51-014171,17.54000000,16.75400000,6.01400000,4.49900000
15100001351024796,0015p000_ac51,-0.37809080,2.12331320,0015p000_ac51-024796,15.45300000,13.86900000,1.84200000,-2.39200000
30100001351013523,0030p000_ac51,-0.28370790,2.27910230,0030p000_ac51-013523,15.78400000,15.29600000,12.05500000,5.64900000
30100001351012813,0030p000_ac51,-0.36742300,2.27370110,0030p000_ac51-012813,12.67300000,12.80000000,8.36200000,5.67200000
15100001351025738,0015p000_ac51,-0.38148760,2.25289820,0015p000_ac51-025738,16.37400000,16.70000000,2.53600000,1.72600000
30100001351013690,0030p000_ac51,-0.37187670,2.28767340,0030p000_ac51-013690,18.35000000,16.71200000,8.01800000,3.28800000
15100001351025348,0015p000_ac51,-0.36588980,2.14241030,0015p000_ac51-025348,16.22000000,13.45400000,1.94200000,-3.24000000
15100001351024039,0015p000_ac51,-0.34836390,2.16112350,0015p000_ac51-024039,17.31900000,13.21200000,2.25400000,-2.80800000
15100001351024575,0015p000_ac51,-0.45529260,2.20495720,0015p000_ac51-024575,15.35000000,12.82600000,3.24300000,-1.46100000
30100001351015301,0030p000_ac51,-0.35190220,2.32884280,0030p000_ac51-015301,18.43100000,15.60700000,8.40500000,3.09000000
30100001351012941,0030p000_ac51,-0.38009160,2.25925190,0030p000_ac51-012941,17.22200000,15.98300000,2.39900000,-1.88400000
30100001351013069,0030p000_ac51,-0.38409390,2.29953280,0030p000_ac51-013069,18.39000000,14.66000000,10.30100000,5.87800000
30100001351013346,0030p000_ac51,-0.31437810,2.36746430,0030p000_ac51-013346,16.96600000,16.56500000,11.41000000,7.84000000
15100001351024477,0015p000_ac51,-0.29312930,2.13877620,0015p000_ac51-024477,18.66200000,16.76300000,9.46900000,0.92200000
15100001351026550,0015p000_ac51,-0.05816670,2.21578800,0015p000_ac51-026550,15.87000000,15.58000000,12.15200000,7.13500000
15100001351028469,0015p000_ac51,-0.03249610,2.26609790,0015p000_ac51-028469,17.41800000,16.75500000,12.32600000,7.76400000
15100001351026756,0015p000_ac51,-0.06731990,2.16050700,0015p000_ac51-026756,16.11300000,15.90600000,11.69700000,7.98900000
30100001351034713,0030p000_ac51,-0.02643060,2.43530810,0030p000_ac51-034713,15.94000000,15.68200000,12.41000000,8.19800000
15100001351026599,0015p000_ac51,-0.05582300,2.24804310,0015p000_ac51-026599,16.77300000,16.50200000,11.69900000,7.66900000
30100001351016090,0030p000_ac51,-0.20939630,2.28108420,0030p000_ac51-016090,17.21600000,15.40000000,11.42900000,5.51300000
15100001351024149,0015p000_ac51,-0.16782970,2.26286570,0015p000_ac51-024149,17.19600000,16.24800000,11.34800000,2.03700000
30100001351034998,0030p000_ac51,-0.02603010,2.28565160,0030p000_ac51-034998,16.88500000,16.36600000,11.87900000,8.30300000
15100001351026530,0015p000_ac51,-0.04621060,2.22942210,0015p000_ac51-026530,15.95900000,15.45200000,12.37100000,8.24200000
30100001351034673,0030p000_ac51,-0.00458480,2.37927890,0030p000_ac51-034673,15.92500000,15.48000000,11.76000000,8.56300000
30100001351035982,0030p000_ac51,-0.10930940,2.28089550,0030p000_ac51-035982,18.18000000,15.81300000,10.39400000,3.29400000
30100001351014569,0030p000_ac51,-0.18494070,2.28964060,0030p000_ac51-014569,18.49400000,16.75200000,11.35200000,5.30700000
30100001351015283,0030p000_ac51,-0.28711090,2.28915560,0030p000_ac51-015283,18.22500000,15.83400000,11.75400000,7.12300000
30100001351035183,0030p000_ac51,-0.03626840,2.47036420,0030p000_ac51-035183,17.03500000,16.53100000,11.85200000,8.49300000
30100001351035293,0030p000_ac51,-0.09041380,2.31930940,0030p000_ac51-035293,18.25000000,16.82300000,12.14300000,5.56900000
15100001351026154,0015p000_ac51,-0.22490480,2.22459210,0015p000_ac51-026154,18.09900000,14.83100000,7.96800000,2.36900000
30100001351035627,0030p000_ac51,-0.09845470,2.33040350,0030p000_ac51-035627,14.70800000,13.43000000,9.64800000,5.37500000
15100001351026222,0015p000_ac51,-0.20205000,2.20777000,0015p000_ac51-026222,17.93300000,15.70300000,8.12900000,6.45600000
15100001351025359,0015p000_ac51,-0.19063440,2.25607810,0015p000_ac51-025359,16.24900000,14.02600000,6.74700000,2.31800000
30100001351036262,0030p000_ac51,-0.11669360,2.29641310,0030p000_ac51-036262,18.42000000,15.82500000,10.33700000,3.73700000
30100001351035131,0030p000_ac51,-0.14633680,2.47622690,0030p000_ac51-035131,16.71600000,16.71500000,12.44300000,8.62900000
30100001351035516,0030p000_ac51,-0.04301390,2.30466580,0030p000_ac51-035516,18.29200000,16.55100000,11.27000000,4.94300000
30100001351014848,0030p000_ac51,-0.19908340,2.35034220,0030p000_ac51-014848,17.51600000,17.05500000,12.23000000,7.45800000
30100001351034631,0030p000_ac51,-0.00036360,2.47991100,0030p000_ac51-034631,15.66300000,15.56500000,12.30400000,8.54600000
30100001351035876,0030p000_ac51,-0.15305140,2.39425940,0030p000_ac51-035876,17.09000000,16.53400000,11.94200000,7.96000000
30100001351013234,0030p000_ac51,-0.28500130,2.32373810,0030p000_ac51-013234,16.16700000,15.26600000,9.91100000,5.83400000
30100001351013325,0030p000_ac51,-0.23162920,2.34911170,0030p000_ac51-013325,16.45000000,16.05500000,11.60000000,7.40100000
15100001351023899,0015p000_ac51,-0.18715420,2.25063340,0015p000_ac51-023899,18.17800000,16.21300000,8.34400000,1.38400000
15100001351027035,0015p000_ac51,-0.05984120,2.16926480,0015p000_ac51-027035,16.61500000,16.66100000,12.11600000,8.33800000
30100001351036432,0030p000_ac51,-0.03483620,2.30886040,0030p000_ac51-036432,18.33800000,16.06800000,11.52200000,8.16900000
30100001351035149,0030p000_ac51,-0.02088740,2.28568470,0030p000_ac51-035149,17.43300000,16.94800000,12.24000000,8.03300000
30100001351015735,0030p000_ac51,-0.18679790,2.36171430,0030p000_ac51-015735,18.48800000,16.90000000,12.06000000,7.24400000
15100001351023871,0015p000_ac51,-0.22079480,2.23070440,0015p000_ac51-023871,17.62400000,14.66500000,8.91200000,1.98000000
30100001351015622,0030p000_ac51,-0.16913220,2.25737350,0030p000_ac51-015622,18.17100000,15.92900000,8.16300000,1.78700000
30100001351035160,0030p000_ac51,-0.01975630,2.33157060,0030p000_ac51-035160,17.98200000,16.63500000,11.68600000,3.37200000
30100001351036171,0030p000_ac51,-0.04534720,2.34232850,0030p000_ac51-036171,17.15700000,16.11000000,11.59700000,6.57000000
15100001351024940,0015p000_ac51,-0.26785750,2.22478770,0015p000_ac51-024940,16.09600000,13.61100000,6.83900000,4.28600000
15100001351028218,0015p000_ac51,-0.12841050,2.25295170,0015p000_ac51-028218,18.61600000,16.87200000,11.55000000,6.23400000
15100001351025491,0015p000_ac51,-0.18019020,2.15964040,0015p000_ac51-025491,17.89600000,16.37200000,11.30400000,5.88200000
30100001351015325,0030p000_ac51,-0.18376410,2.44722360,0030p000_ac51-015325,17.21100000,16.57200000,12.40000000,8.42700000
30100001351034717,0030p000_ac51,-0.09464900,2.41539340,0030p000_ac51-034717,15.89600000,15.74900000,11.85200000,8.45000000
15100001351027045,0015p000_ac51,-0.06617260,2.21364610,0015p000_ac51-027045,16.75300000,17.05600000,12.02500000,7.69300000
